Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-02-10 Kl. 13-14;1.23096;1.23096;0.40686;0.23148;1.23096
2023-02-10 Kl. 14-15;1.19971;1.19971;0.41438;0.24000;1.19971
2023-02-10 Kl. 15-16;1.14948;1.14948;0.42188;0.26009;1.14948
2023-02-10 Kl. 16-17;1.12805;1.12805;0.42256;0.27450;1.12805
2023-02-10 Kl. 17-18;1.13965;1.13965;0.42638;0.27657;1.13965
2023-02-10 Kl. 18-19;1.12028;1.12028;0.42720;0.27734;1.12028
2023-02-10 Kl. 19-20;1.09175;1.09175;0.40919;0.27592;1.09175
2023-02-10 Kl. 20-21;1.09120;1.09120;0.40700;0.27384;1.09120
2023-02-10 Kl. 21-22;1.08711;1.08711;0.42093;0.24797;1.08711
2023-02-10 Kl. 22-23;0.98556;0.98556;0.41028;0.24000;0.98556
2023-02-10 Kl. 23-00;0.92743;0.92743;0.40959;0.23454;0.92743
2023-02-11 Kl. 00-01;1.04971;1.04971;0.48949;0.23955;1.04971
2023-02-11 Kl. 01-02;1.08754;1.08754;0.47548;0.23955;1.08754
2023-02-11 Kl. 02-03;1.08564;1.08564;0.46854;0.23824;1.08564
2023-02-11 Kl. 03-04;1.07924;1.07924;0.46350;0.23606;1.07924
2023-02-11 Kl. 04-05;1.08509;1.08509;0.46350;0.23432;1.08509
2023-02-11 Kl. 05-06;1.06631;1.06631;0.47684;0.23084;1.06631
2023-02-11 Kl. 06-07;1.09353;1.09353;0.48024;0.23955;1.09353
2023-02-11 Kl. 07-08;1.10576;1.10576;0.49330;0.23465;1.10576
2023-02-11 Kl. 08-09;1.12060;1.12060;0.50690;0.23955;1.12060
2023-02-11 Kl. 09-10;1.14278;1.14278;0.51643;0.23987;1.14278
2023-02-11 Kl. 10-11;1.15339;1.15339;0.53166;0.24118;1.15339
2023-02-11 Kl. 11-12;1.14264;1.14264;0.52119;0.24151;1.14264
2023-02-11 Kl. 12-13;1.12916;1.12916;0.53683;0.24074;1.12916
2023-02-11 Kl. 13-14;1.13651;1.13651;0.53710;0.24031;1.13651
2023-02-11 Kl. 14-15;1.14754;1.14754;0.52676;0.24161;1.14754
2023-02-11 Kl. 15-16;1.16386;1.16386;0.51289;0.24249;1.16386
2023-02-11 Kl. 16-17;1.20658;1.20658;0.50663;0.24336;1.20658
2023-02-11 Kl. 17-18;1.36004;1.36004;0.50146;0.24390;1.33990
2023-02-11 Kl. 18-19;1.47771;1.47771;0.49561;0.24368;1.34071
2023-02-11 Kl. 19-20;1.43649;1.43649;0.48894;0.24390;1.33895
2023-02-11 Kl. 20-21;1.31895;1.31895;0.48336;0.24281;1.31895
2023-02-11 Kl. 21-22;1.29719;1.29719;0.46745;0.24216;1.29719
2023-02-11 Kl. 22-23;1.24834;1.24834;0.43194;0.23998;1.24834
2023-02-11 Kl. 23-00;1.25284;1.25284;0.40283;0.23737;1.25284
2023-02-12 Kl. 00-01;1.35651;1.35651;0.35045;0.27038;1.35651
2023-02-12 Kl. 01-02;1.35693;1.35693;0.34354;0.26398;1.35693
2023-02-12 Kl. 02-03;1.35638;1.35638;0.32536;0.26029;1.35638
2023-02-12 Kl. 03-04;1.35544;1.35651;0.32130;0.25704;1.35544
2023-02-12 Kl. 04-05;1.35259;1.35746;0.31533;0.25226;1.35259
2023-02-12 Kl. 05-06;1.36873;1.36873;0.31208;0.24966;1.35814
2023-02-12 Kl. 06-07;1.37116;1.37116;0.31493;0.25194;1.34675
2023-02-12 Kl. 07-08;1.38201;1.38201;0.32035;0.25628;1.34255
2023-02-12 Kl. 08-09;1.40670;1.40670;0.32523;0.26018;1.34051
2023-02-12 Kl. 09-10;1.42243;1.42243;0.33499;0.26094;1.34756
2023-02-12 Kl. 10-11;1.46610;1.46610;0.33839;0.26463;1.35380
2023-02-12 Kl. 11-12;1.46461;1.46461;0.32930;0.26344;1.35449
2023-02-12 Kl. 12-13;1.39856;1.39856;0.32089;0.25671;1.35516
2023-02-12 Kl. 13-14;1.33889;1.33889;0.30028;0.24022;1.33889
2023-02-12 Kl. 14-15;1.31026;1.31026;0.29133;0.23306;1.31026
2023-02-12 Kl. 15-16;1.33685;1.33685;0.29444;0.23555;1.33685
2023-02-12 Kl. 16-17;1.45933;1.45933;0.32279;0.25823;1.35285
2023-02-12 Kl. 17-18;1.46705;1.46705;0.34489;0.27233;1.35706
2023-02-12 Kl. 18-19;1.49133;1.49133;0.33906;0.27125;1.35883
2023-02-12 Kl. 19-20;1.48333;1.48333;0.32225;0.25780;1.35693
2023-02-12 Kl. 20-21;1.46638;1.46638;0.29675;0.23740;1.35273
2023-02-12 Kl. 21-22;1.41009;1.41009;0.28699;0.22959;1.35001
2023-02-12 Kl. 22-23;1.35746;1.35746;0.27220;0.21776;1.34566
2023-02-12 Kl. 23-00;1.29983;1.29983;0.21918;0.17534;1.29983
2023-02-13 Kl. 00-01;1.36764;1.36764;0.23179;0.18543;1.33089
2023-02-13 Kl. 01-02;1.32939;1.33210;0.19936;0.15949;1.32749
2023-02-13 Kl. 02-03;1.32004;1.32966;0.18540;0.14832;1.32004
2023-02-13 Kl. 03-04;1.32261;1.35665;0.17198;0.13758;1.32261
2023-02-13 Kl. 04-05;1.33008;1.36791;0.21904;0.17523;1.32546
2023-02-13 Kl. 05-06;1.44725;1.44725;0.26610;0.21288;1.33156
2023-02-13 Kl. 06-07;1.45159;1.45159;0.29973;0.23978;1.34608
2023-02-13 Kl. 07-08;1.47818;1.47818;0.35819;0.24402;1.35069
2023-02-13 Kl. 08-09;1.51873;1.51873;0.37446;0.26029;1.36805
2023-02-13 Kl. 09-10;1.49119;1.49119;0.36686;0.26723;1.36954
2023-02-13 Kl. 10-11;1.48346;1.48346;0.36633;0.26745;1.37253
2023-02-13 Kl. 11-12;1.47261;1.47261;0.36646;0.26702;1.37076
2023-02-13 Kl. 12-13;1.46393;1.46393;0.36009;0.26908;1.36018
2023-02-13 Kl. 13-14;1.45769;1.45769;0.36443;0.28861;1.36546
2023-02-13 Kl. 14-15;1.45416;1.45416;0.36999;0.29599;1.40738
2023-02-13 Kl. 15-16;1.45986;1.45986;0.37853;0.30282;1.40128
2023-02-13 Kl. 16-17;1.46664;1.46664;0.38328;0.30662;1.40425
2023-02-13 Kl. 17-18;1.49893;1.49893;0.39359;0.31487;1.40439
2023-02-13 Kl. 18-19;1.49689;1.49689;0.39535;0.31628;1.40318
2023-02-13 Kl. 19-20;1.48400;1.48400;0.39589;0.31671;1.40154
2023-02-13 Kl. 20-21;1.47058;1.47058;0.39033;0.31226;1.40290
2023-02-13 Kl. 21-22;1.46461;1.46461;0.41610;0.33092;1.39544
2023-02-13 Kl. 22-23;1.47248;1.47248;0.41339;0.31638;1.38839
2023-02-13 Kl. 23-00;1.44644;1.44644;0.43006;0.29024;1.38134
2023-02-14 Kl. 00-01;1.42836;1.42836;0.51776;0.24044;1.39788
2023-02-14 Kl. 01-02;1.40804;1.40804;0.54108;0.24261;1.39584
2023-02-14 Kl. 02-03;1.39625;1.39625;0.53878;0.24077;1.39354
2023-02-14 Kl. 03-04;1.42200;1.42200;0.51885;0.24153;1.39233
2023-02-14 Kl. 04-05;1.44083;1.44083;0.51235;0.24044;1.39314
2023-02-14 Kl. 05-06;1.46711;1.46711;0.52753;0.23990;1.39855
2023-02-14 Kl. 06-07;1.63474;1.63474;0.54080;0.23990;1.38690
2023-02-14 Kl. 07-08;2.62596;2.62596;0.54203;0.24358;1.41170
2023-02-14 Kl. 08-09;2.71784;2.71784;0.58389;0.24348;1.42119
2023-02-14 Kl. 09-10;2.36606;2.36606;0.60855;0.25779;1.44611
2023-02-14 Kl. 10-11;1.64870;1.64870;0.60029;0.25497;1.42579
2023-02-14 Kl. 11-12;1.64205;1.64205;0.63931;0.25562;1.42268
2023-02-14 Kl. 12-13;1.70520;1.70520;0.69013;0.25616;1.42091
2023-02-14 Kl. 13-14;1.61306;1.61306;0.74826;0.25963;1.41983
2023-02-14 Kl. 14-15;1.65330;1.65330;0.76926;0.27177;1.41711
2023-02-14 Kl. 15-16;1.59286;1.59286;0.68321;0.28944;1.41061
2023-02-14 Kl. 16-17;1.92526;1.92526;0.69664;0.30711;1.41075
2023-02-14 Kl. 17-18;2.37406;2.37406;0.71059;0.26299;1.41143
2023-02-14 Kl. 18-19;2.62325;2.62325;0.72509;0.25714;1.38215
2023-02-14 Kl. 19-20;1.75778;1.75778;0.72293;0.25193;1.37741
2023-02-14 Kl. 20-21;1.48189;1.48189;0.72604;0.24846;1.37633
2023-02-14 Kl. 21-22;1.47741;1.47741;0.72455;0.24727;1.37456
2023-02-14 Kl. 22-23;1.43718;1.43718;0.73499;0.24445;1.37294
2023-02-14 Kl. 23-00;1.41075;1.41075;0.70801;0.24131;1.36834
2023-02-15 Kl. 00-01;1.36545;1.41480;0.78101;0.23481;1.34383
2023-02-15 Kl. 01-02;1.33078;1.41371;0.77503;0.23709;1.33078
2023-02-15 Kl. 02-03;1.32575;1.41316;0.77368;0.23633;1.32575
2023-02-15 Kl. 03-04;1.32208;1.41263;0.78210;0.23557;1.32208
2023-02-15 Kl. 04-05;1.32480;1.41275;0.79325;0.23666;1.32480
2023-02-15 Kl. 05-06;1.42526;1.42526;0.82778;0.23437;1.34438
2023-02-15 Kl. 06-07;1.48250;1.48250;0.94538;0.24318;1.35266
2023-02-15 Kl. 07-08;1.53579;1.53579;1.34954;0.25058;1.39155
2023-02-15 Kl. 08-09;2.48401;2.48401;1.32616;0.25123;1.40161
2023-02-15 Kl. 09-10;2.05253;2.05253;1.29639;0.25134;1.43764
2023-02-15 Kl. 10-11;1.74923;1.74923;1.25220;0.25134;1.42091
2023-02-15 Kl. 11-12;1.55985;1.55985;0.95121;0.25123;1.41929
2023-02-15 Kl. 12-13;1.54326;1.54326;0.87291;0.25112;1.41969
2023-02-15 Kl. 13-14;1.53443;1.53443;0.80970;0.25145;1.41846
2023-02-15 Kl. 14-15;1.53389;1.53389;0.74540;0.25112;1.41698
2023-02-15 Kl. 15-16;1.53280;1.53280;0.71059;0.25243;1.38651
2023-02-15 Kl. 16-17;1.53456;1.53456;0.68313;0.25373;1.39086
2023-02-15 Kl. 17-18;1.52505;1.52505;0.65485;0.25547;1.39318
2023-02-15 Kl. 18-19;1.48073;1.48073;0.61026;0.25286;1.39183
2023-02-15 Kl. 19-20;1.42690;1.42690;0.58280;0.25112;1.39086
2023-02-15 Kl. 20-21;1.35430;1.35430;0.57396;0.24982;1.35430
2023-02-15 Kl. 21-22;1.34044;1.34044;0.54624;0.24536;1.34044
2023-02-15 Kl. 22-23;1.32670;1.32670;0.51864;0.23753;1.32670
2023-02-15 Kl. 23-00;1.26988;1.26988;0.45148;0.23035;1.26988
2023-02-16 Kl. 00-01;1.24100;1.24100;0.55124;0.23898;1.24100
2023-02-16 Kl. 01-02;1.24959;1.24959;0.50774;0.23931;1.24959
2023-02-16 Kl. 02-03;1.27140;1.27140;0.41639;0.23953;1.27140
2023-02-16 Kl. 03-04;1.28054;1.28054;0.36281;0.23953;1.28054
2023-02-16 Kl. 04-05;1.28394;1.36206;0.35709;0.23778;1.28394
2023-02-16 Kl. 05-06;1.34011;1.41851;0.42798;0.23735;1.32116
2023-02-16 Kl. 06-07;1.48955;1.48955;0.51701;0.23767;1.33684
2023-02-16 Kl. 07-08;1.50141;1.50141;0.55805;0.23833;1.37965
2023-02-16 Kl. 08-09;1.51573;1.51573;0.56569;0.24356;1.38565
2023-02-16 Kl. 09-10;2.19894;2.19894;0.55819;0.24389;1.27221
2023-02-16 Kl. 10-11;1.98543;1.98543;0.55614;0.24324;1.27221
2023-02-16 Kl. 11-12;1.75638;1.75638;0.54974;0.24324;1.27208
2023-02-16 Kl. 12-13;1.56126;1.56126;0.55015;0.24465;1.27221
2023-02-16 Kl. 13-14;1.56726;1.56726;0.54415;0.25000;1.27221
2023-02-16 Kl. 14-15;1.53959;1.53959;0.52874;0.26909;1.27221
2023-02-16 Kl. 15-16;1.52923;1.52923;0.53965;0.27181;1.27168
2023-02-16 Kl. 16-17;1.53631;1.53631;0.54510;0.27290;1.27208
2023-02-16 Kl. 17-18;1.53876;1.53876;0.52656;0.27618;1.27071
2023-02-16 Kl. 18-19;1.48778;1.48778;0.51388;0.27890;1.37175
2023-02-16 Kl. 19-20;1.49091;1.49091;0.50746;0.28927;1.37120
2023-02-16 Kl. 20-21;1.47128;1.47128;0.51579;0.29897;1.37011
2023-02-16 Kl. 21-22;1.45478;1.45478;0.51688;0.30028;1.36806
2023-02-16 Kl. 22-23;1.46924;1.46924;0.49548;0.29908;1.36479
2023-02-16 Kl. 23-00;1.37584;1.37584;0.46179;0.28316;1.35880
2023-02-17 Kl. 00-01;1.38114;1.38114;0.40964;0.29623;1.38114
2023-02-17 Kl. 01-02;1.30311;1.30311;0.43123;0.29995;1.30311
2023-02-17 Kl. 02-03;1.22660;1.22660;0.43943;0.29164;1.22660
2023-02-17 Kl. 03-04;1.14161;1.14161;0.43834;0.28399;1.14161
2023-02-17 Kl. 04-05;1.09283;1.09283;0.47373;0.27994;1.09283
2023-02-17 Kl. 05-06;1.17440;1.17440;0.51321;0.28060;1.17440
2023-02-17 Kl. 06-07;1.21348;1.21348;0.61474;0.28738;1.21348
2023-02-17 Kl. 07-08;1.28454;1.28454;0.69685;0.30028;1.28454
2023-02-17 Kl. 08-09;1.28454;1.28454;0.73811;0.30301;1.28454
2023-02-17 Kl. 09-10;1.25229;1.25229;0.73866;0.30498;1.25229
2023-02-17 Kl. 10-11;1.23070;1.23070;0.69631;0.30454;1.23070
2023-02-17 Kl. 11-12;1.17440;1.17440;0.65586;0.30071;1.17440
2023-02-17 Kl. 12-13;1.17413;1.17413;0.62840;0.29995;1.17413
2023-02-17 Kl. 13-14;1.10445;1.10445;0.57551;0.29995;1.10445
2023-02-17 Kl. 14-15;1.09201;1.09201;0.48916;0.29995;1.09201
2023-02-17 Kl. 15-16;1.06441;1.06441;0.44954;0.29995;1.06441
2023-02-17 Kl. 16-17;1.07684;1.07684;0.46006;0.29732;1.07684
2023-02-17 Kl. 17-18;1.16156;1.16156;0.51048;0.29820;1.16156
2023-02-17 Kl. 18-19;1.23699;1.23699;0.52059;0.28399;1.23699
2023-02-17 Kl. 19-20;1.16210;1.16210;0.50310;0.28749;1.16210
2023-02-17 Kl. 20-21;0.99841;0.99841;0.47290;0.28967;0.99841
2023-02-17 Kl. 21-22;0.95646;0.95646;0.44926;0.29022;0.95646
2023-02-17 Kl. 22-23;0.96193;0.96193;0.40705;0.28956;0.96193
2023-02-17 Kl. 23-00;0.88815;0.88815;0.30361;0.24289;0.88815
2023-02-18 Kl. 00-01;0.85969;0.85969;0.37765;0.28177;0.85969
2023-02-18 Kl. 01-02;0.91085;0.91085;0.34286;0.27429;0.91085
2023-02-18 Kl. 02-03;0.80330;0.80330;0.31604;0.25283;0.80330
2023-02-18 Kl. 03-04;0.78983;0.78983;0.34520;0.27616;0.78983
2023-02-18 Kl. 04-05;0.89394;0.89394;0.33640;0.26912;0.89394
2023-02-18 Kl. 05-06;0.99599;0.99599;0.34259;0.27407;0.99599
2023-02-18 Kl. 06-07;1.09940;1.09940;0.36830;0.27825;1.09940
2023-02-18 Kl. 07-08;1.22153;1.22153;0.38480;0.27869;1.22153
2023-02-18 Kl. 08-09;1.31189;1.31189;0.41190;0.27924;1.31189
2023-02-18 Kl. 09-10;1.40623;1.40623;0.44889;0.27924;1.40623
2023-02-18 Kl. 10-11;1.42975;1.42975;0.43693;0.27946;1.42975
2023-02-18 Kl. 11-12;1.37089;1.37089;0.40764;0.27924;1.37089
2023-02-18 Kl. 12-13;1.26499;1.26499;0.38466;0.27924;1.26499
2023-02-18 Kl. 13-14;1.17959;1.17959;0.37971;0.27924;1.17959
2023-02-18 Kl. 14-15;1.18784;1.18784;0.37793;0.27957;1.18784
2023-02-18 Kl. 15-16;1.25358;1.25358;0.38948;0.27990;1.25358
2023-02-18 Kl. 16-17;1.35301;1.35301;0.44215;0.28353;1.35301
2023-02-18 Kl. 17-18;1.40045;1.40045;0.45275;0.28573;1.40045
2023-02-18 Kl. 18-19;1.43291;1.43291;0.41740;0.28760;1.43291
2023-02-18 Kl. 19-20;1.43154;1.43154;0.41231;0.28914;1.43154
2023-02-18 Kl. 20-21;1.43099;1.43099;0.41094;0.28606;1.43099
2023-02-18 Kl. 21-22;1.43415;1.43415;0.40805;0.28496;1.43415
2023-02-18 Kl. 22-23;1.45120;1.45120;0.40214;0.28353;1.45120
2023-02-18 Kl. 23-00;1.45051;1.45051;0.40406;0.28012;1.45051
2023-02-19 Kl. 00-01;1.44984;1.44984;0.51591;0.28072;1.44984
2023-02-19 Kl. 01-02;1.38573;1.38573;0.51948;0.28115;1.38573
2023-02-19 Kl. 02-03;1.32395;1.32395;0.52113;0.28083;1.32395
2023-02-19 Kl. 03-04;1.24914;1.24914;0.51838;0.28104;1.24914
2023-02-19 Kl. 04-05;1.23459;1.23459;0.51975;0.28148;1.23459
2023-02-19 Kl. 05-06;1.30336;1.30336;0.50864;0.28061;1.30336
2023-02-19 Kl. 06-07;1.34235;1.34235;0.50204;0.28302;1.34235
2023-02-19 Kl. 07-08;1.40729;1.40729;0.52071;0.28599;1.40729
2023-02-19 Kl. 08-09;1.49515;1.49515;0.50754;0.28972;1.49515
2023-02-19 Kl. 09-10;1.49529;1.49529;0.52140;0.28983;1.49529
2023-02-19 Kl. 10-11;1.44038;1.44038;0.53911;0.28994;1.44038
2023-02-19 Kl. 11-12;1.38586;1.38586;0.53925;0.28390;1.38586
2023-02-19 Kl. 12-13;1.31585;1.31585;0.56341;0.28192;1.31585
2023-02-19 Kl. 13-14;1.24405;1.24405;0.55970;0.28061;1.24405
2023-02-19 Kl. 14-15;1.22826;1.22826;0.56725;0.27995;1.22826
2023-02-19 Kl. 15-16;1.25765;1.25765;0.56464;0.28280;1.25765
2023-02-19 Kl. 16-17;1.33563;1.33563;0.59595;0.28467;1.33563
2023-02-19 Kl. 17-18;1.44353;1.44353;0.62944;0.28533;1.44353
2023-02-19 Kl. 18-19;1.46494;1.46494;0.58661;0.28709;1.46494
2023-02-19 Kl. 19-20;1.38559;1.38559;0.62409;0.28741;1.38559
2023-02-19 Kl. 20-21;1.32313;1.32313;0.67228;0.28731;1.32313
2023-02-19 Kl. 21-22;1.29829;1.29829;0.71071;0.28544;1.29829
2023-02-19 Kl. 22-23;1.25201;1.25201;0.77249;0.28357;1.25201
2023-02-19 Kl. 23-00;1.22621;1.22621;0.78526;0.28159;1.22621
2023-02-20 Kl. 00-01;1.13409;1.13409;0.65181;0.27830;1.13409
2023-02-20 Kl. 01-02;0.95728;0.95728;0.54954;0.27555;0.95728
2023-02-20 Kl. 02-03;0.69218;0.69218;0.52223;0.27292;0.69218
2023-02-20 Kl. 03-04;0.48173;0.48173;0.45550;0.27105;0.48173
2023-02-20 Kl. 04-05;0.41268;0.41268;0.39990;0.26831;0.41268
2023-02-20 Kl. 05-06;0.54185;0.54185;0.46855;0.26710;0.54185
2023-02-20 Kl. 06-07;1.02440;1.02440;0.52524;0.27325;1.02440
2023-02-20 Kl. 07-08;1.10760;1.10760;0.65580;0.27885;1.10760
2023-02-20 Kl. 08-09;1.07314;1.07314;0.74394;0.27929;1.07314
2023-02-20 Kl. 09-10;1.02070;1.02070;0.66884;0.27929;1.02070
2023-02-20 Kl. 10-11;0.98006;0.98006;0.57604;0.28192;0.98006
2023-02-20 Kl. 11-12;0.97841;0.97841;0.47431;0.29049;0.97841
2023-02-20 Kl. 12-13;0.94491;0.94491;0.47774;0.28972;0.94491
2023-02-20 Kl. 13-14;0.91911;0.91911;0.46910;0.29763;0.91911
2023-02-20 Kl. 14-15;0.91293;0.91293;0.57000;0.29961;0.91293
2023-02-20 Kl. 15-16;0.90895;0.90895;0.70138;0.29961;0.90895
2023-02-20 Kl. 16-17;1.02289;1.02289;0.68435;0.30587;1.02289
2023-02-20 Kl. 17-18;1.16498;1.16498;0.79254;0.30960;1.16498
2023-02-20 Kl. 18-19;1.23198;1.23198;0.82260;0.31169;1.23198
2023-02-20 Kl. 19-20;1.22278;1.22278;0.76769;0.31608;1.22278
2023-02-20 Kl. 20-21;1.20630;1.20630;0.72870;0.31948;1.20630
2023-02-20 Kl. 21-22;1.16704;1.16704;0.68504;0.32761;1.16704
2023-02-20 Kl. 22-23;1.15853;1.15853;0.63603;0.31355;1.15853
2023-02-20 Kl. 23-00;1.00505;1.00505;0.59031;0.30927;1.00505
2023-02-21 Kl. 00-01;0.71403;0.71403;0.61663;0.29997;0.71403
2023-02-21 Kl. 01-02;0.65046;0.65046;0.58690;0.29997;0.65046
2023-02-21 Kl. 02-03;0.67526;0.67526;0.58690;0.29997;0.67526
2023-02-21 Kl. 03-04;0.75335;0.75335;0.61183;0.33362;0.75335
2023-02-21 Kl. 04-05;1.00049;1.00049;0.64909;0.34940;1.00049
2023-02-21 Kl. 05-06;1.16996;1.16996;0.71786;0.35915;1.16996
2023-02-21 Kl. 06-07;1.21461;1.21461;0.87693;0.52114;1.21461
2023-02-21 Kl. 07-08;1.32929;1.32929;1.32929;0.77902;1.32929
2023-02-21 Kl. 08-09;1.38641;1.38641;1.38641;1.10913;1.38641
2023-02-21 Kl. 09-10;1.39793;1.39793;1.39793;1.11834;1.39793
2023-02-21 Kl. 10-11;1.39614;1.39614;1.39614;0.87196;1.39614
2023-02-21 Kl. 11-12;1.39094;1.39094;1.39094;1.11275;1.39094
2023-02-21 Kl. 12-13;1.40271;1.40271;1.40271;1.12217;1.40271
2023-02-21 Kl. 13-14;1.41834;1.41834;1.41834;0.81409;1.41834
2023-02-21 Kl. 14-15;1.48273;1.48273;1.48273;0.54251;1.46245
2023-02-21 Kl. 15-16;1.57424;1.57424;1.57424;0.58997;1.46533
2023-02-21 Kl. 16-17;1.61438;1.61438;1.95605;0.60345;1.47121
2023-02-21 Kl. 17-18;1.62973;1.62973;2.25840;0.66263;1.47519
2023-02-21 Kl. 18-19;1.95741;1.95741;2.44034;0.60312;1.46848
2023-02-21 Kl. 19-20;1.70658;1.70658;2.41458;0.58065;1.46546
2023-02-21 Kl. 20-21;1.59999;1.59999;1.43094;0.59610;1.43094
2023-02-21 Kl. 21-22;1.55643;1.55643;0.81363;0.40190;1.41751
2023-02-21 Kl. 22-23;1.51068;1.51068;0.68060;0.32857;1.41436
2023-02-21 Kl. 23-00;1.48108;1.48108;0.57676;0.29997;1.41258
2023-02-22 Kl. 00-01;1.43368;1.43368;0.53908;0.30159;1.43368
2023-02-22 Kl. 01-02;1.41220;1.41220;0.53348;0.28649;1.41220
2023-02-22 Kl. 02-03;1.40521;1.40521;0.52526;0.27883;1.40521
2023-02-22 Kl. 03-04;1.40166;1.40166;0.52171;0.27051;1.40166
2023-02-22 Kl. 04-05;1.40508;1.40508;0.50981;0.26909;1.40508
2023-02-22 Kl. 05-06;1.42820;1.42820;0.52294;0.26865;1.42820
2023-02-22 Kl. 06-07;1.48319;1.48319;0.54100;0.27806;1.45884
2023-02-22 Kl. 07-08;1.52778;1.52778;0.59051;0.29918;1.44215
2023-02-22 Kl. 08-09;1.54653;1.54653;0.67505;0.27937;1.44201
2023-02-22 Kl. 09-10;1.54925;1.54925;0.70445;0.27259;1.44188
2023-02-22 Kl. 10-11;1.53613;1.53613;0.66684;0.26767;1.44188
2023-02-22 Kl. 11-12;1.53051;1.53051;0.62868;0.26066;1.44188
2023-02-22 Kl. 12-13;1.50549;1.50549;0.59311;0.26044;1.43819
2023-02-22 Kl. 13-14;1.52531;1.52531;0.57068;0.25804;1.43791
2023-02-22 Kl. 14-15;1.52641;1.52641;0.55645;0.25377;1.43860
2023-02-22 Kl. 15-16;1.52929;1.52929;0.53675;0.25256;1.43614
2023-02-22 Kl. 16-17;1.53681;1.53681;0.51870;0.25246;1.43640
2023-02-22 Kl. 17-18;1.54953;1.54953;0.49435;0.25278;1.43559
2023-02-22 Kl. 18-19;1.53613;1.53613;0.49626;0.25267;1.43476
2023-02-22 Kl. 19-20;1.49085;1.49085;0.46685;0.25136;1.43368
2023-02-22 Kl. 20-21;1.42259;1.42259;0.46234;0.25027;1.42259
2023-02-22 Kl. 21-22;1.42314;1.42314;0.44811;0.24939;1.42314
2023-02-22 Kl. 22-23;1.41711;1.41711;0.43375;0.24906;1.41711
2023-02-22 Kl. 23-00;1.39331;1.39331;0.39313;0.24600;1.39331
2023-02-23 Kl. 00-01;1.41433;1.41433;0.41431;0.24998;1.41433
2023-02-23 Kl. 01-02;1.38605;1.38605;0.42158;0.24998;1.38605
2023-02-23 Kl. 02-03;1.37905;1.37905;0.42103;0.24954;1.37905
2023-02-23 Kl. 03-04;1.37260;1.37260;0.45164;0.24943;1.37260
2023-02-23 Kl. 04-05;1.36711;1.36711;0.51860;0.24954;1.36711
2023-02-23 Kl. 05-06;1.38949;1.38949;0.55058;0.24943;1.38949
2023-02-23 Kl. 06-07;1.39813;1.39813;0.59944;0.24998;1.39813
2023-02-23 Kl. 07-08;1.42969;1.42969;0.60121;0.25174;1.42969
2023-02-23 Kl. 08-09;1.48925;1.48925;0.57624;0.25372;1.48925
2023-02-23 Kl. 09-10;1.53770;1.53770;0.54839;0.25679;1.48624
2023-02-23 Kl. 10-11;1.50695;1.50695;0.53563;0.26074;1.48418
2023-02-23 Kl. 11-12;1.51931;1.51931;0.52135;0.26975;1.48486
2023-02-23 Kl. 12-13;1.50463;1.50463;0.53713;0.26942;1.48115
2023-02-23 Kl. 13-14;1.48638;1.48638;0.55813;0.27447;1.47869
2023-02-23 Kl. 14-15;1.46606;1.46606;0.57610;0.26733;1.46606
2023-02-23 Kl. 15-16;1.46976;1.46976;0.59889;0.27205;1.46976
2023-02-23 Kl. 16-17;1.50943;1.50943;0.59051;0.27523;1.48020
2023-02-23 Kl. 17-18;1.56336;1.56336;0.57638;0.27556;1.48445
2023-02-23 Kl. 18-19;1.56858;1.56858;0.55868;0.27534;1.48870
2023-02-23 Kl. 19-20;1.52315;1.52315;0.54756;0.27556;1.48788
2023-02-23 Kl. 20-21;1.42996;1.42996;0.55181;0.27589;1.42996
2023-02-23 Kl. 21-22;1.42201;1.42201;0.56033;0.27578;1.42201
2023-02-23 Kl. 22-23;1.37905;1.37905;0.57541;0.27556;1.37905
2023-02-23 Kl. 23-00;1.33596;1.33596;0.57419;0.27523;1.33596
2023-02-24 Kl. 00-01;1.32580;1.32580;0.60228;0.26809;1.32580
2023-02-24 Kl. 01-02;1.30143;1.30143;0.61078;0.27259;1.30143
2023-02-24 Kl. 02-03;1.26429;1.26429;0.61556;0.27500;1.26429
2023-02-24 Kl. 03-04;1.25744;1.25744;0.61611;0.27511;1.25744
2023-02-24 Kl. 04-05;1.24539;1.24539;0.61570;0.27533;1.24539
2023-02-24 Kl. 05-06;1.28895;1.28895;0.65174;0.27522;1.28895
2023-02-24 Kl. 06-07;1.30224;1.30224;0.81738;0.28212;1.30224
2023-02-24 Kl. 07-08;1.38294;1.38294;0.86273;0.28958;1.38294
2023-02-24 Kl. 08-09;1.41103;1.41103;1.00425;0.29264;1.41103
2023-02-24 Kl. 09-10;1.37499;1.37499;0.99549;0.29286;1.37499
2023-02-24 Kl. 10-11;1.35239;1.35239;1.00631;0.29177;1.35239
2023-02-24 Kl. 11-12;1.32991;1.32991;1.05714;0.28870;1.32991
2023-02-24 Kl. 12-13;1.31348;1.31348;1.02151;0.28464;1.31348
2023-02-24 Kl. 13-14;1.30265;1.30265;0.85615;0.28157;1.30265
2023-02-24 Kl. 14-15;1.29155;1.29155;0.72983;0.27862;1.29155
2023-02-24 Kl. 15-16;1.28758;1.28758;0.62639;0.27555;1.28758
2023-02-24 Kl. 16-17;1.31293;1.31293;0.58159;0.28168;1.31293
