Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2024-04-17 Kl. 03-04;0.81048;0.85448;0.81048;0.41861;0.81048
2024-04-17 Kl. 04-05;0.81399;0.85535;0.81399;0.42563;0.81399
2024-04-17 Kl. 05-06;0.85974;0.85974;0.85974;0.40002;0.85974
2024-04-17 Kl. 06-07;0.85506;0.85506;0.81296;0.41066;0.85506
2024-04-17 Kl. 07-08;0.90081;0.90081;0.86164;0.41031;0.90081
2024-04-17 Kl. 08-09;0.90870;0.90870;0.90870;0.40061;0.90870
2024-04-17 Kl. 09-10;0.91133;0.91133;0.91133;0.41066;0.91133
2024-04-17 Kl. 10-11;0.87625;0.87625;0.87625;0.41066;0.87625
2024-04-17 Kl. 11-12;0.87566;0.87566;0.86105;0.41066;0.87566
2024-04-17 Kl. 12-13;0.87523;0.87523;0.82364;0.38061;0.87523
2024-04-17 Kl. 13-14;0.87640;0.87640;0.76488;0.37886;0.87640
2024-04-17 Kl. 14-15;0.87216;0.87216;0.74485;0.41066;0.87216
2024-04-17 Kl. 15-16;0.86719;0.86719;0.76313;0.42130;0.86719
2024-04-17 Kl. 16-17;0.86603;0.86603;0.79995;0.41066;0.86603
2024-04-17 Kl. 17-18;0.91791;0.91791;0.80039;0.42563;0.91791
2024-04-17 Kl. 18-19;0.91733;0.91733;0.91733;0.41066;0.91733
2024-04-17 Kl. 19-20;0.90942;0.90942;0.90942;0.42563;0.90942
2024-04-17 Kl. 20-21;0.91938;0.91938;0.91938;0.39464;0.91938
2024-04-17 Kl. 21-22;0.89276;0.89276;0.89276;0.41066;0.89276
2024-04-17 Kl. 22-23;0.87684;0.87684;0.87684;0.37383;0.87684
2024-04-17 Kl. 23-00;0.87289;0.87289;0.87289;0.41066;0.87289
2024-04-18 Kl. 00-01;0.90291;0.91738;0.90291;0.39821;0.90291
2024-04-18 Kl. 01-02;0.91198;0.91401;0.91198;0.39797;0.91198
2024-04-18 Kl. 02-03;0.91563;0.91563;0.91563;0.39552;0.91563
2024-04-18 Kl. 03-04;0.92059;0.92059;0.92059;0.39003;0.92059
2024-04-18 Kl. 04-05;0.93199;0.93199;0.93199;0.39155;0.93199
2024-04-18 Kl. 05-06;0.94995;0.94995;0.94995;0.38500;0.94995
2024-04-18 Kl. 06-07;0.99173;0.99173;1.78013;0.39307;0.99173
2024-04-18 Kl. 07-08;2.19580;2.19580;2.27555;0.39902;2.19580
2024-04-18 Kl. 08-09;1.85681;1.85681;1.91611;0.39657;1.85681
2024-04-18 Kl. 09-10;1.42974;1.42974;1.47691;0.39902;1.42974
2024-04-18 Kl. 10-11;1.27098;1.27098;1.31758;0.37215;1.27098
2024-04-18 Kl. 11-12;1.08929;1.08929;1.08929;0.39435;1.08929
2024-04-18 Kl. 12-13;0.93695;0.93695;0.93695;0.39096;0.93695
2024-04-18 Kl. 13-14;0.94513;0.94513;0.94513;0.38886;0.94513
2024-04-18 Kl. 14-15;0.91475;0.91475;0.91475;0.38629;0.91475
2024-04-18 Kl. 15-16;0.89810;0.89810;0.89810;0.39120;0.89810
2024-04-18 Kl. 16-17;0.92234;0.92234;0.90979;0.38851;0.92234
2024-04-18 Kl. 17-18;0.94893;0.94893;0.90658;0.38851;0.94893
2024-04-18 Kl. 18-19;0.97084;0.97084;0.87575;0.38582;0.97084
2024-04-18 Kl. 19-20;1.12521;1.12521;0.73291;0.38208;1.12521
2024-04-18 Kl. 20-21;1.09513;1.09513;0.68485;0.37542;1.09513
2024-04-18 Kl. 21-22;1.00851;1.00851;0.64513;0.36946;1.00851
2024-04-18 Kl. 22-23;0.93446;0.93446;0.63870;0.36502;0.93446
2024-04-18 Kl. 23-00;0.89225;0.91679;0.62556;0.35965;0.89225
2024-04-19 Kl. 00-01;0.89805;0.89805;0.60735;0.38193;0.89805
2024-04-19 Kl. 01-02;0.84159;0.84159;0.62584;0.38498;0.84159
2024-04-19 Kl. 02-03;0.74111;0.74111;0.61323;0.38298;0.74111
2024-04-19 Kl. 03-04;0.70767;0.70767;0.62715;0.38286;0.70767
2024-04-19 Kl. 04-05;0.68803;0.68803;0.64314;0.38451;0.68803
2024-04-19 Kl. 05-06;0.71985;0.71985;0.65620;0.37770;0.71985
2024-04-19 Kl. 06-07;0.85185;0.85185;0.79656;0.38721;0.85185
2024-04-19 Kl. 07-08;0.92519;0.92519;0.92519;0.43015;0.92519
2024-04-19 Kl. 08-09;0.93854;0.93854;0.93854;0.42440;0.93854
2024-04-19 Kl. 09-10;0.93135;0.93135;0.93135;0.38674;0.93135
2024-04-19 Kl. 10-11;0.89864;0.89864;0.89864;0.38310;0.89864
2024-04-19 Kl. 11-12;0.84011;0.84011;0.84011;0.37887;0.84011
2024-04-19 Kl. 12-13;0.76503;0.76503;0.76503;0.37993;0.76503
2024-04-19 Kl. 13-14;0.71384;0.71384;0.71384;0.38603;0.71384
2024-04-19 Kl. 14-15;0.68025;0.68025;0.68025;0.39225;0.68025
2024-04-19 Kl. 15-16;0.69389;0.69389;0.69389;0.42722;0.69389
2024-04-19 Kl. 16-17;0.74669;0.74669;0.74669;0.44376;0.74669
2024-04-19 Kl. 17-18;0.83528;0.83528;0.83528;0.53622;0.83528
2024-04-19 Kl. 18-19;0.88060;0.88060;0.88060;0.54924;0.88060
2024-04-19 Kl. 19-20;0.90729;0.90729;0.87063;0.54924;0.90729
2024-04-19 Kl. 20-21;0.91228;0.91228;0.76503;0.54924;0.91228
2024-04-19 Kl. 21-22;0.91052;0.91052;0.72924;0.52906;0.91052
2024-04-19 Kl. 22-23;0.91066;0.91066;0.66910;0.53528;0.91066
2024-04-19 Kl. 23-00;0.89746;0.89746;0.61689;0.49351;0.89746
2024-04-20 Kl. 00-01;0.88656;0.88656;0.58751;0.47001;0.88656
2024-04-20 Kl. 01-02;0.85315;0.85315;0.56896;0.45517;0.85315
2024-04-20 Kl. 02-03;0.84374;0.84374;0.55204;0.44163;0.84374
2024-04-20 Kl. 03-04;0.84565;0.84565;0.52349;0.41879;0.84565
2024-04-20 Kl. 04-05;0.87051;0.87051;0.48979;0.39183;0.87051
2024-04-20 Kl. 05-06;0.89598;0.89598;0.55056;0.39689;0.89598
2024-04-20 Kl. 06-07;0.91143;0.91143;0.55056;0.41738;0.91143
2024-04-20 Kl. 07-08;0.90966;0.90966;0.55056;0.42491;0.90966
2024-04-20 Kl. 08-09;0.89332;0.89332;0.60164;0.46753;0.89332
2024-04-20 Kl. 09-10;0.85595;0.85595;0.64064;0.48578;0.85595
2024-04-20 Kl. 10-11;0.77780;0.77780;0.67714;0.50050;0.77780
2024-04-20 Kl. 11-12;0.59825;0.59825;0.62548;0.48967;0.62548
2024-04-20 Kl. 12-13;0.50730;0.50730;0.62048;0.48955;0.62165
2024-04-20 Kl. 13-14;0.43858;0.43858;0.58280;0.46624;0.59089
2024-04-20 Kl. 14-15;0.42326;0.42326;0.56603;0.42350;0.58250
2024-04-20 Kl. 15-16;0.61974;0.61974;0.55056;0.39983;0.61974
2024-04-20 Kl. 16-17;0.75646;0.75646;0.55056;0.44045;0.75646
2024-04-20 Kl. 17-18;0.82608;0.82608;0.63564;0.50851;0.82608
2024-04-20 Kl. 18-19;0.88081;0.88081;0.69626;0.55701;0.88081
2024-04-20 Kl. 19-20;0.91864;0.91864;0.72526;0.58021;0.91864
2024-04-20 Kl. 20-21;0.93041;0.93041;0.73850;0.59080;0.93041
2024-04-20 Kl. 21-22;0.93189;0.93189;0.73526;0.58821;0.93189
2024-04-20 Kl. 22-23;0.92600;0.92600;0.74204;0.58409;0.92600
2024-04-20 Kl. 23-00;0.91688;0.91688;0.73997;0.56973;0.91688
2024-04-21 Kl. 00-01;0.91926;0.92750;0.80494;0.64395;0.91926
2024-04-21 Kl. 01-02;0.91455;0.92691;0.83599;0.66879;0.91455
2024-04-21 Kl. 02-03;0.91250;0.92161;0.85483;0.68386;0.91250
2024-04-21 Kl. 03-04;0.91220;0.91720;0.87836;0.70269;0.91220
2024-04-21 Kl. 04-05;0.90970;0.90970;0.89646;0.71717;0.90970
2024-04-21 Kl. 05-06;0.90616;0.90616;0.90470;0.72376;0.90616
2024-04-21 Kl. 06-07;0.89808;0.89808;0.89808;0.65302;0.89808
2024-04-21 Kl. 07-08;0.88336;0.88336;0.88336;0.68809;0.88336
2024-04-21 Kl. 08-09;0.87056;0.87056;0.89573;0.65572;0.87056
2024-04-21 Kl. 09-10;0.80524;0.80524;0.80524;0.64419;0.80524
2024-04-21 Kl. 10-11;0.63693;0.63693;0.73535;0.50954;0.73535
2024-04-21 Kl. 11-12;0.62486;0.62486;0.73579;0.49989;0.73579
2024-04-21 Kl. 12-13;0.64649;0.64649;0.73491;0.51719;0.73491
2024-04-21 Kl. 13-14;0.62000;0.62000;0.71388;0.49600;0.71388
2024-04-21 Kl. 14-15;0.61029;0.61029;0.69960;0.48823;0.69960
2024-04-21 Kl. 15-16;0.61691;0.61691;0.67665;0.49353;0.67665
2024-04-21 Kl. 16-17;0.70843;0.70843;0.70843;0.56144;0.70843
2024-04-21 Kl. 17-18;0.86335;0.86335;0.86335;0.64384;0.86335
2024-04-21 Kl. 18-19;0.90088;0.90088;1.08670;0.63348;0.90088
2024-04-21 Kl. 19-20;0.93206;0.93206;1.12289;0.60370;0.93206
2024-04-21 Kl. 20-21;0.97135;0.97135;1.10420;0.59958;0.97135
2024-04-21 Kl. 21-22;0.98209;0.98209;1.06889;0.49989;0.98209
2024-04-21 Kl. 22-23;0.96296;0.96296;0.99533;0.49989;0.96296
2024-04-21 Kl. 23-00;0.97105;0.97105;0.97105;0.39819;0.97105
2024-04-22 Kl. 00-01;0.95266;0.95266;0.95266;0.39513;0.95266
2024-04-22 Kl. 01-02;0.95119;0.95119;0.95119;0.39372;0.95119
2024-04-22 Kl. 02-03;0.94971;0.94971;0.94971;0.39348;0.94971
2024-04-22 Kl. 03-04;0.94721;0.94721;0.94721;0.39442;0.94721
2024-04-22 Kl. 04-05;0.95193;0.95193;0.95193;0.39866;0.95193
2024-04-22 Kl. 05-06;0.95399;0.95399;0.95399;0.39525;0.95399
2024-04-22 Kl. 06-07;0.96546;0.96546;0.96546;0.44986;0.96546
2024-04-22 Kl. 07-08;1.10274;1.10274;1.10274;0.44986;1.10274
2024-04-22 Kl. 08-09;1.67462;1.67462;1.67462;0.39442;1.67462
2024-04-22 Kl. 09-10;1.38360;1.38360;1.38360;0.39136;1.38360
2024-04-22 Kl. 10-11;1.16703;1.16703;1.16703;0.44986;1.16703
2024-04-22 Kl. 11-12;1.09803;1.09803;1.10361;0.44986;1.09803
2024-04-22 Kl. 12-13;1.03829;1.03829;1.11626;0.44986;1.03829
2024-04-22 Kl. 13-14;1.03550;1.03550;1.05580;0.44986;1.03550
2024-04-22 Kl. 14-15;0.97679;0.97679;0.97679;0.49989;0.97679
2024-04-22 Kl. 15-16;0.97268;0.97268;0.97268;0.49918;0.97268
2024-04-22 Kl. 16-17;0.99326;0.99326;0.95545;0.49989;0.99326
2024-04-22 Kl. 17-18;1.02151;1.02151;0.95281;0.54767;1.02151
2024-04-22 Kl. 18-19;1.00828;1.00828;0.95810;0.54850;1.00828
2024-04-22 Kl. 19-20;1.00062;1.00062;0.94721;0.54897;1.00062
2024-04-22 Kl. 20-21;1.01358;1.01358;0.95443;0.54991;1.01358
2024-04-22 Kl. 21-22;0.99591;0.99591;0.94015;0.54414;0.99591
2024-04-22 Kl. 22-23;0.98724;0.98724;0.86791;0.54226;0.98724
2024-04-22 Kl. 23-00;0.97414;0.97414;0.80995;0.55073;0.97414
2024-04-23 Kl. 00-01;0.99271;0.99271;0.84138;0.64954;0.99271
2024-04-23 Kl. 01-02;0.98935;0.98935;0.80343;0.64274;0.98935
2024-04-23 Kl. 02-03;0.98641;0.98641;0.74908;0.59926;0.98641
2024-04-23 Kl. 03-04;0.98554;0.98554;0.74746;0.59797;0.98554
2024-04-23 Kl. 04-05;0.98378;0.98378;0.70103;0.56082;0.98378
2024-04-23 Kl. 05-06;0.98730;0.98730;0.76695;0.61356;0.98730
2024-04-23 Kl. 06-07;1.00414;1.00414;0.79625;0.63700;1.00414
2024-04-23 Kl. 07-08;2.49995;2.49995;0.82658;0.60864;2.49995
2024-04-23 Kl. 08-09;1.93269;1.93269;0.88284;0.70627;1.93269
2024-04-23 Kl. 09-10;1.39663;1.39663;0.88781;0.71025;1.39663
2024-04-23 Kl. 10-11;1.16955;1.16955;0.86261;0.49940;1.16955
2024-04-23 Kl. 11-12;1.09541;1.09541;0.84855;0.67884;1.09541
2024-04-23 Kl. 12-13;1.09966;1.09966;0.83508;0.66806;1.09966
2024-04-23 Kl. 13-14;1.10963;1.10963;0.83743;0.66994;1.10963
2024-04-23 Kl. 14-15;1.11608;1.11608;0.83640;0.66912;1.11608
2024-04-23 Kl. 15-16;1.08238;1.08238;0.81208;0.64966;1.08238
2024-04-23 Kl. 16-17;1.06758;1.06758;0.80196;0.64157;1.06758
2024-04-23 Kl. 17-18;1.02670;1.02670;0.92723;0.74178;1.02670
2024-04-23 Kl. 18-19;1.03476;1.03476;0.96884;0.77507;1.03476
2024-04-23 Kl. 19-20;1.02539;1.02539;0.98085;0.78468;1.02539
2024-04-23 Kl. 20-21;1.03476;1.03476;1.00869;0.80695;1.03476
2024-04-23 Kl. 21-22;1.02524;1.02524;1.01220;0.80976;1.02524
2024-04-23 Kl. 22-23;1.01044;1.01044;1.01044;0.80835;1.01044
2024-04-23 Kl. 23-00;1.00736;1.00736;0.96590;0.77272;1.00736
2024-04-24 Kl. 00-01;1.05415;1.05415;1.05415;0.84332;1.05415
2024-04-24 Kl. 01-02;1.03551;1.03551;1.06369;0.85095;1.03551
2024-04-24 Kl. 02-03;1.02935;1.02935;1.10035;0.88028;1.02935
2024-04-24 Kl. 03-04;1.01454;1.01454;1.07190;0.85752;1.01454
2024-04-24 Kl. 04-05;1.00413;1.00413;1.11546;0.89237;1.00413
2024-04-24 Kl. 05-06;1.02173;1.02173;1.14246;0.91397;1.02173
2024-04-24 Kl. 06-07;1.04124;1.04124;1.28490;1.02792;1.04124
2024-04-24 Kl. 07-08;1.36015;1.36015;1.92639;1.54111;1.36015
2024-04-24 Kl. 08-09;1.52195;1.52195;1.89574;1.51659;1.52195
2024-04-24 Kl. 09-10;1.16901;1.16901;1.42411;1.13929;1.16901
2024-04-24 Kl. 10-11;1.13498;1.13498;1.36382;1.09106;1.13498
2024-04-24 Kl. 11-12;1.07321;1.07321;1.33551;1.06841;1.07321
2024-04-24 Kl. 12-13;1.04124;1.04124;1.25600;1.00480;1.04124
2024-04-24 Kl. 13-14;1.02173;1.02173;1.22460;0.97968;1.02173
2024-04-24 Kl. 14-15;1.01879;1.01879;1.18163;0.94530;1.01879
2024-04-24 Kl. 15-16;1.00060;1.00060;1.21301;0.97041;1.00060
2024-04-24 Kl. 16-17;1.01791;1.01791;1.24910;0.99928;1.01791
2024-04-24 Kl. 17-18;1.01160;1.01160;1.40959;1.12767;1.01160
2024-04-24 Kl. 18-19;1.03229;1.03229;1.52621;1.22097;1.03229
2024-04-24 Kl. 19-20;1.04975;1.04975;1.98331;1.05608;1.04975
2024-04-24 Kl. 20-21;1.05576;1.05576;1.88928;1.05644;1.05576
2024-04-24 Kl. 21-22;1.05958;1.05958;1.68684;1.34947;1.05958
2024-04-24 Kl. 22-23;1.05753;1.05753;1.28636;1.02909;1.05753
2024-04-24 Kl. 23-00;1.04989;1.04989;1.26275;1.01020;1.04989
2024-04-25 Kl. 00-01;1.07388;1.07388;1.22481;0.97985;1.07388
2024-04-25 Kl. 01-02;1.05099;1.05099;1.17347;0.93878;1.05099
2024-04-25 Kl. 02-03;1.04894;1.04894;1.13490;0.90792;1.04894
2024-04-25 Kl. 03-04;1.02591;1.02591;1.11554;0.89243;1.02591
2024-04-25 Kl. 04-05;1.01448;1.01448;1.10365;0.88292;1.01448
2024-04-25 Kl. 05-06;1.00435;1.00435;1.23244;0.98595;1.00435
2024-04-25 Kl. 06-07;1.02078;1.02078;1.50264;1.02444;1.02078
2024-04-25 Kl. 07-08;1.13828;1.13828;1.92128;1.05601;1.13828
2024-04-25 Kl. 08-09;1.05597;1.05597;1.67749;1.05624;1.05597
2024-04-25 Kl. 09-10;1.25371;1.25371;1.35771;1.03583;1.25371
2024-04-25 Kl. 10-11;1.12419;1.12419;1.17596;0.94077;1.12419
2024-04-25 Kl. 11-12;1.05597;1.05597;1.14708;0.91766;1.05597
2024-04-25 Kl. 12-13;1.02474;1.02474;1.08429;0.86743;1.02474
2024-04-25 Kl. 13-14;1.00625;1.00625;1.01241;0.80993;1.00625
2024-04-25 Kl. 14-15;0.98000;0.98000;0.98000;0.78400;0.98000
2024-04-25 Kl. 15-16;0.99804;0.99804;1.01770;0.81416;0.99804
2024-04-25 Kl. 16-17;1.02210;1.02210;1.06801;0.85441;1.02210
2024-04-25 Kl. 17-18;1.13534;1.13534;1.17171;0.93737;1.13534
2024-04-25 Kl. 18-19;1.32984;1.32984;1.32984;0.97528;1.32984
2024-04-25 Kl. 19-20;1.19123;1.19123;1.19123;0.95298;1.19123
2024-04-25 Kl. 20-21;1.15000;1.15000;1.21469;0.97175;1.15000
2024-04-25 Kl. 21-22;1.09969;1.09969;1.17333;0.93866;1.09969
2024-04-25 Kl. 22-23;1.05378;1.05378;1.15851;0.92681;1.05378
2024-04-25 Kl. 23-00;1.04336;1.04336;1.06743;0.85394;1.04336
2024-04-26 Kl. 00-01;1.13358;1.13358;1.13549;0.90839;1.13358
2024-04-26 Kl. 01-02;1.05241;1.05241;1.08398;0.86718;1.05241
2024-04-26 Kl. 02-03;1.05417;1.05417;1.05417;0.84334;1.05417
2024-04-26 Kl. 03-04;1.05228;1.05228;1.05228;0.84182;1.05228
2024-04-26 Kl. 04-05;1.08749;1.08749;1.08749;0.86999;1.08749
2024-04-26 Kl. 05-06;1.11846;1.11846;1.11846;0.89477;1.11846
2024-04-26 Kl. 06-07;1.32393;1.32393;1.19448;0.95558;1.32393
2024-04-26 Kl. 07-08;1.48286;1.48286;1.32099;1.05679;1.48286
2024-04-26 Kl. 08-09;1.36604;1.36604;1.36604;1.09283;1.36604
2024-04-26 Kl. 09-10;1.15310;1.15310;1.14091;0.91273;1.15310
2024-04-26 Kl. 10-11;1.10658;1.10658;1.12374;0.89899;1.10658
2024-04-26 Kl. 11-12;1.03730;1.03730;1.07061;0.85649;1.03730
2024-04-26 Kl. 12-13;1.00941;1.00941;1.03246;0.82597;1.00941
2024-04-26 Kl. 13-14;1.00325;1.00325;1.00883;0.80706;1.00325
2024-04-26 Kl. 14-15;0.95938;0.95938;0.95938;0.76750;0.95938
2024-04-26 Kl. 15-16;1.00751;1.00751;1.02615;0.82092;1.00751
2024-04-26 Kl. 16-17;1.01954;1.01954;1.05228;0.84182;1.01954
2024-04-26 Kl. 17-18;1.14503;1.14503;1.18084;0.94467;1.14503
2024-04-26 Kl. 18-19;1.33053;1.33053;1.24951;0.99961;1.33053
2024-04-26 Kl. 19-20;1.82701;1.82701;1.20344;0.96275;1.82701
2024-04-26 Kl. 20-21;1.94002;1.94002;1.19081;0.95265;1.94002
2024-04-26 Kl. 21-22;1.54304;1.54304;1.17834;0.94267;1.54304
2024-04-26 Kl. 22-23;1.19066;1.19066;1.19066;0.95253;1.19066
2024-04-26 Kl. 23-00;1.15295;1.15295;1.15295;0.92236;1.15295
2024-04-27 Kl. 00-01;1.07783;1.07783;1.02294;0.81835;1.07783
2024-04-27 Kl. 01-02;1.01764;1.01764;1.00628;0.80502;1.01764
2024-04-27 Kl. 02-03;1.00361;1.00361;1.00361;0.80289;1.00361
2024-04-27 Kl. 03-04;1.01099;1.01099;1.00701;0.80561;1.01099
2024-04-27 Kl. 04-05;1.01291;1.01291;1.00435;0.80348;1.01291
2024-04-27 Kl. 05-06;1.02619;1.02619;1.02619;0.82095;1.02619
2024-04-27 Kl. 06-07;0.99830;0.99830;0.99830;0.79864;0.99830
2024-04-27 Kl. 07-08;0.99359;0.99359;1.02368;0.81894;0.99359
2024-04-27 Kl. 08-09;0.93104;0.93104;1.01055;0.80844;0.93104
2024-04-27 Kl. 09-10;0.87144;0.87144;0.87144;0.69715;0.87144
2024-04-27 Kl. 10-11;0.75209;0.75209;0.75209;0.60167;0.75209
2024-04-27 Kl. 11-12;0.64926;0.64926;0.64926;0.51941;0.72273
2024-04-27 Kl. 12-13;0.64056;0.64056;0.64056;0.51245;0.71535
2024-04-27 Kl. 13-14;0.62905;0.62905;0.62905;0.50324;0.71535
2024-04-27 Kl. 14-15;0.63510;0.63510;0.63510;0.50808;0.71535
2024-04-27 Kl. 15-16;0.66564;0.66564;0.66564;0.53251;0.71520
2024-04-27 Kl. 16-17;0.77775;0.77775;0.77775;0.62220;0.77775
2024-04-27 Kl. 17-18;0.90684;0.90684;0.91998;0.73598;0.90684
2024-04-27 Kl. 18-19;0.94077;0.94077;1.26872;1.01498;0.94077
2024-04-27 Kl. 19-20;1.02781;1.02781;1.32655;1.06124;1.02781
2024-04-27 Kl. 20-21;1.14686;1.14686;1.32729;1.06183;1.14686
2024-04-27 Kl. 21-22;1.05245;1.05245;1.25396;1.00317;1.05245
2024-04-27 Kl. 22-23;1.03046;1.03046;1.11973;0.89578;1.03046
2024-04-27 Kl. 23-00;0.93443;0.93443;0.96231;0.76985;0.93443
2024-04-28 Kl. 00-01;0.83140;0.83140;0.83140;0.66512;0.83140
2024-04-28 Kl. 01-02;0.68028;0.68028;0.68028;0.54422;0.74059
2024-04-28 Kl. 02-03;0.58385;0.58385;0.58385;0.46708;0.74088
2024-04-28 Kl. 03-04;0.48006;0.48006;0.48006;0.38405;0.72894
2024-04-28 Kl. 04-05;0.42005;0.42005;0.44778;0.33604;0.73380
2024-04-28 Kl. 05-06;0.39543;0.39543;0.46149;0.31634;0.73484
2024-04-28 Kl. 06-07;0.15112;0.15112;0.47372;0.30325;0.74103
2024-04-28 Kl. 07-08;0.00148;0.00148;0.47874;0.30384;0.74191
2024-04-28 Kl. 08-09;0.28663;0.00619;0.48536;0.34937;0.74294
2024-04-28 Kl. 09-10;0.47681;0.00324;0.47681;0.38145;0.74294
2024-04-28 Kl. 10-11;0.49643;0.20170;0.49643;0.39714;0.72909
2024-04-28 Kl. 11-12;0.47091;0.28618;0.47091;0.37673;0.71477
2024-04-28 Kl. 12-13;0.43229;0.22071;0.43229;0.34583;0.66170
2024-04-28 Kl. 13-14;0.40104;0.21806;0.40104;0.32083;0.67808
2024-04-28 Kl. 14-15;0.36800;0.15525;0.38201;0.30561;0.67144
2024-04-28 Kl. 15-16;0.19153;0.17206;0.36771;0.29417;0.68249
2024-04-28 Kl. 16-17;0.26111;0.26111;0.35960;0.28768;0.71477
2024-04-28 Kl. 17-18;0.36520;0.36520;0.36520;0.29216;0.71477
2024-04-28 Kl. 18-19;0.52253;0.52253;0.52253;0.41802;0.73749
2024-04-28 Kl. 19-20;0.75754;0.75754;0.75754;0.60603;0.75754
2024-04-28 Kl. 20-21;0.83834;0.83834;0.69945;0.55956;0.83834
2024-04-28 Kl. 21-22;0.87106;0.87106;0.65640;0.52512;0.87106
2024-04-28 Kl. 22-23;0.87446;0.87446;0.63575;0.50860;0.87446
2024-04-28 Kl. 23-00;0.82610;0.82610;0.59315;0.47452;0.82610
2024-04-29 Kl. 00-01;0.75194;0.75194;0.60597;0.48478;0.75194
2024-04-29 Kl. 01-02;0.73291;0.73291;0.58150;0.46520;0.73291
2024-04-29 Kl. 02-03;0.78880;0.78880;0.56085;0.44868;0.78880
2024-04-29 Kl. 03-04;0.80766;0.80766;0.55201;0.44161;0.80766
2024-04-29 Kl. 04-05;0.81445;0.81445;0.56100;0.44880;0.81445
2024-04-29 Kl. 05-06;0.83701;0.83701;0.58843;0.47074;0.83701
2024-04-29 Kl. 06-07;0.90866;0.90866;0.61880;0.49504;0.90866
2024-04-29 Kl. 07-08;1.17936;1.17936;0.60303;0.48242;1.17936
2024-04-29 Kl. 08-09;1.41201;1.41201;0.62013;0.49610;1.41201
2024-04-29 Kl. 09-10;0.92341;0.92341;0.61674;0.49339;0.92341
2024-04-29 Kl. 10-11;0.80221;0.80221;0.66790;0.53432;0.80221
2024-04-29 Kl. 11-12;0.73056;0.73056;0.50601;0.40481;0.73056
2024-04-29 Kl. 12-13;0.56868;0.56868;0.46281;0.37025;0.67940
2024-04-29 Kl. 13-14;0.54154;0.54154;0.37331;0.29865;0.54154
2024-04-29 Kl. 14-15;0.57751;0.57751;0.37110;0.29688;0.57751
2024-04-29 Kl. 15-16;0.69385;0.69385;0.48139;0.38511;0.69385
2024-04-29 Kl. 16-17;0.79028;0.79028;0.52031;0.41625;0.79028
2024-04-29 Kl. 17-18;0.83834;0.83834;0.55510;0.44408;0.83834
2024-04-29 Kl. 18-19;0.94243;0.94243;0.61924;0.49539;0.94243
2024-04-29 Kl. 19-20;0.95230;0.95230;0.64210;0.51368;0.95230
2024-04-29 Kl. 20-21;0.97102;0.97102;0.63546;0.50837;0.97102
2024-04-29 Kl. 21-22;0.96573;0.96573;0.63443;0.50754;0.96573
2024-04-29 Kl. 22-23;0.90114;0.90114;0.60244;0.48195;0.90114
2024-04-29 Kl. 23-00;0.82462;0.82462;0.56705;0.45364;0.82462
2024-04-30 Kl. 00-01;0.76442;0.76442;0.45559;0.36447;0.76442
2024-04-30 Kl. 01-02;0.75690;0.75690;0.45809;0.36647;0.75690
2024-04-30 Kl. 02-03;0.75484;0.75484;0.48726;0.38981;0.75484
2024-04-30 Kl. 03-04;0.75544;0.75544;0.52675;0.42140;0.75544
2024-04-30 Kl. 04-05;0.75484;0.75484;0.56904;0.45523;0.75484
2024-04-30 Kl. 05-06;0.76501;0.76501;0.65686;0.52549;0.76501
2024-04-30 Kl. 06-07;0.79846;0.79846;0.76354;0.61083;0.79846
2024-04-30 Kl. 07-08;0.88450;0.88450;0.81128;0.64902;0.88450
2024-04-30 Kl. 08-09;1.10390;1.10390;0.86771;0.69417;1.10390
2024-04-30 Kl. 09-10;0.92326;0.92326;0.92326;0.73861;0.92326
2024-04-30 Kl. 10-11;0.77415;0.77415;0.77415;0.61932;0.77415
2024-04-30 Kl. 11-12;0.69856;0.69856;0.64699;0.51759;0.69856
2024-04-30 Kl. 12-13;0.53339;0.53339;0.46045;0.36836;0.66320
2024-04-30 Kl. 13-14;0.35510;0.35510;0.41374;0.33099;0.54886
2024-04-30 Kl. 14-15;0.22086;0.22086;0.41286;0.33029;0.53294
2024-04-30 Kl. 15-16;0.40299;0.40299;0.41183;0.32946;0.61354
2024-04-30 Kl. 16-17;0.67823;0.67823;0.67160;0.53728;0.67823
2024-04-30 Kl. 17-18;0.77871;0.77871;0.78668;0.62934;0.77871
2024-04-30 Kl. 18-19;0.79286;0.79286;0.79286;0.63429;0.79286
2024-04-30 Kl. 19-20;0.80008;0.80008;0.80008;0.64006;0.80008
2024-04-30 Kl. 20-21;0.79669;0.79669;0.79669;0.63735;0.79669
2024-04-30 Kl. 21-22;0.78711;0.78711;0.78711;0.62969;0.78711
2024-04-30 Kl. 22-23;0.77385;0.77385;0.77385;0.61908;0.77385
2024-04-30 Kl. 23-00;0.73746;0.73746;0.73746;0.58997;0.73746
2024-05-01 Kl. 00-01;0.69739;0.69739;0.56099;0.44879;0.69739
2024-05-01 Kl. 01-02;0.69799;0.69799;0.54046;0.43237;0.69799
2024-05-01 Kl. 02-03;0.69813;0.69813;0.52880;0.42304;0.69813
2024-05-01 Kl. 03-04;0.62934;0.62934;0.51818;0.41454;0.62934
2024-05-01 Kl. 04-05;0.63613;0.63613;0.52540;0.42032;0.63613
2024-05-01 Kl. 05-06;0.60203;0.60203;0.52481;0.41985;0.60203
2024-05-01 Kl. 06-07;0.56526;0.56526;0.56526;0.45221;0.56526
