,Til EED
1204,-2833.755642199514
1205,-2987.6767455600284
1206,-3868.9500037008793
1207,-4451.025819068915
1208,-3581.053045758842
1209,-3581.1095531289175
1210,-3313.884068444364
1211,-3028.5369002885623
1212,-2879.3778624842157
1213,-2729.981516548733
1214,-2730.489798788239
1215,-2730.839262677444
1216,-3019.018517929309
1217,-3451.2995814838105
1218,-3583.6496394418446
1219,-3583.0965336155964
1220,-3575.134972771452
1221,-3428.14996838969
1222,-3134.1162374795144
1223,-2993.36777763132
1224,-2420.609763868546
1225,-2271.3877476981984
1226,-2267.514037418628
1227,-2267.965329661259
1228,-2263.8050769186
1229,-2562.7796287751944
1230,-3299.3451242750693
1231,-4026.7026261737337
1232,-3142.7839042885084
1233,-3142.8379493798816
1234,-3142.8694158201793
1235,-3001.339906412117
1236,-3001.4838647498377
1237,-3001.540176994852
1238,-3001.6434792866835
1239,-3001.6666920724606
1240,-3290.8055739432934
1241,-3716.049725881623
1242,-3852.897548953981
1243,-3852.030351742446
1244,-3713.8093796646795
1245,-3420.933245856806
1246,-3274.474542617197
1247,-3127.8577082922466
1248,-2833.8911776622713
1249,-2686.94596265519
1250,-2687.4616211434754
1251,-2687.8216761172825
1252,-2688.112331248475
1253,-2983.2194689577796
1254,-3862.926391800395
1255,-4443.859189761929
1256,-3567.5913452131454
1257,-3713.7564326578836
1258,-3567.2892149286727
1259,-3567.224494883399
1260,-3428.092227377218
1261,-3428.1458370612854
1262,-3428.222706622183
1263,-3281.28500349918
1264,-3713.6408453722156
1265,-3859.128716073734
1266,-3858.607458382381
1267,-3858.1459634963126
1268,-3857.806382756085
1269,-3711.627774654193
1270,-3419.1764065593516
1271,-3419.46313234887
1272,-2979.439023064484
1273,-2832.89643840925
1274,-2833.4958328561147
1275,-2833.907636904116
1276,-2834.246903988988
1277,-3128.8319890524986
1278,-4006.8957663690126
1279,-4586.649003075557
1280,-3712.018292735887
1281,-3711.9825592551824
1282,-3441.2497295603785
1283,-3294.001045724925
1284,-3153.068594658386
1285,-3153.401472150507
1286,-3147.2398465917654
1287,-3147.4162363898567
1288,-3575.2126655442257
1289,-3859.2813277445553
1290,-3858.609531362706
1291,-3858.0580305607264
1292,-3849.2425165261216
1293,-3703.3613520474
1294,-3419.0134704109605
1295,-3272.75977576405
1296,-3119.5700503725857
1297,-2832.68743310338
1298,-2685.9133290349455
1299,-2686.452524791709
1300,-2828.186960339913
1301,-2828.411037498717
1302,-3122.3063180273275
1303,-3268.694883888415
1304,-3568.6519544746006
1305,-4006.1567335893074
1306,-4295.982851000222
1307,-4303.890866929522
1308,-3873.6295449166587
1309,-3873.520620031902
1310,-3580.117531282007
1311,-3580.344596670687
1312,-3580.4547304467937
1313,-3865.5733132403548
1314,-4002.584521414933
1315,-3856.3978551985583
1316,-3856.2489622093085
1317,-3564.177186716824
1318,-3271.7175124985465
1319,-3125.51417116231
1320,-3126.0198373853445
1321,-2826.1983863759833
1322,-2826.791221082507
1323,-2827.2269540113193
1324,-2827.584670865917
1325,-2834.020866372548
1326,-3128.535711154309
1327,-3275.271064505433
1328,-3714.3200442867083
1329,-4150.935004239506
1330,-4304.2513053093135
1331,-4166.250103666898
1332,-3734.4211085850725
1333,-3734.521568359996
1334,-3440.245579375003
1335,-3440.574192574511
1336,-3580.5405672132924
1337,-3865.560322862895
1338,-3865.138337409192
1339,-3864.795160307282
1340,-3856.2316575637597
1341,-3564.1334313555253
1342,-3271.6552053745195
1343,-3265.0057653236877
1344,-2972.40773629325
1345,-2684.9725101361646
1346,-2685.632795845713
1347,-2827.3842487361867
1348,-2686.401278999269
1349,-3121.6996613346
1350,-3852.101178535768
1351,-4441.275503923253
1352,-3565.702511360449
1353,-3711.8714635807573
1354,-3573.238936288184
1355,-3433.860530397263
1356,-3152.507613779365
1357,-3152.875750375575
1358,-3011.05692697861
1359,-3011.3854752229686
1360,-3295.1515555688215
1361,-3721.3582484241465
1362,-3858.717393935121
1363,-3858.01327643091
1364,-3857.5441397090904
1365,-3565.1732971236916
1366,-3419.0057671697577
1367,-3272.678111391693
1368,-2972.8538216867637
1369,-2820.334236869658
1370,-2680.041837778688
1371,-2821.4203376285363
1372,-2821.7029775639703
1373,-3107.9745459149594
1374,-3988.971044741531
1375,-4441.282407195566
1376,-3581.0053616639125
1377,-3581.0593391406833
1378,-3307.247145691357
1379,-3171.7525476505766
1380,-2879.194530994365
1381,-2879.686703126836
1382,-2735.4309057956834
1383,-2730.6227298234726
1384,-3018.823302984276
1385,-3451.0897515625934
1386,-3583.4625249480537
1387,-3721.862093371758
1388,-3721.2911761122036
1389,-3420.3320372903645
1390,-3273.8518499739384
1391,-3266.8916383097467
1392,-2827.0430419781105
1393,-2674.6093830019486
1394,-2533.7280928015625
1395,-2681.563681222836
1396,-2675.9596943058214
1397,-2969.700454120804
1398,-3691.59954236496
1399,-4423.796984649772
1400,-3420.797051893039
1401,-3435.497613272875
1402,-3301.9179474540215
1403,-3017.7874742706076
1404,-2880.2686213517127
1405,-2875.061935463381
1406,-2731.0411669132827
1407,-2731.362938122783
1408,-3025.507122663794
1409,-3592.299122984536
1410,-3723.1161208375097
1411,-3583.367241701437
1412,-3583.0473993968176
1413,-3302.1062112813565
1414,-3274.697495361196
1415,-3274.7621947323437
1416,-2833.761314857905
1417,-2406.454980009476
1418,-2402.174759775268
1419,-2540.4586422626217
1420,-2540.751105647888
1421,-2830.1733676138288
1422,-3563.2904959126795
1423,-4290.228226253612
1424,-3289.2953100237837
1425,-3436.7073661111835
1426,-3154.8086097639984
1427,-2875.25739738233
1428,-2731.2854877717386
1429,-2731.654578000107
1430,-2731.9941474105676
1431,-2582.014673678069
1432,-2876.991621754443
1433,-3311.8046957943957
1434,-3445.6049638752406
1435,-3585.044098002593
1436,-3576.9013706770384
1437,-3422.356136815736
1438,-3275.594788866996
1439,-3128.765698800061
1440,-2828.4782407132834
1441,-2539.8809807311445
1442,-2534.9697751982544
1443,-2676.896064032235
1444,-2671.143211315154
1445,-2964.2896697233364
1446,-3684.6545064875236
1447,-4559.648561280187
1448,-3421.8253478575375
1449,-3568.3708581950723
1450,-3295.9500644410646
1451,-3154.7683744005644
1452,-3148.570444422059
1453,-3155.1392459477734
1454,-3019.0313930281086
1455,-2870.0626021308067
1456,-3162.2216466582063
1457,-3592.2398243650296
1458,-3869.615752580385
1459,-3598.23460615688
1460,-3722.1207797557145
1461,-3567.5408821753163
1462,-3421.067738025683
1463,-3274.5159586098926
1464,-2980.870001520035
1465,-2827.971436625073
1466,-2822.252458807039
1467,-2822.601742925722
1468,-2822.8717165212047
1469,-2823.1027064942245
1470,-2969.965650473309
1471,-3262.70079744382
1472,-3708.1114295317857
1473,-4007.2745936012984
1474,-4297.188459333901
1475,-4159.373805502115
1476,-3736.0822559626295
1477,-3462.6759236155494
1478,-3022.9838983991835
1479,-3172.7428615595904
1480,-3308.8508170227133
1481,-3597.766825037926
1482,-3321.7464963584275
1483,-3456.892558778781
1484,-3449.8307455963063
1485,-3288.2929526873604
1486,-3134.3931898323663
1487,-3127.939613657566
1488,-2987.521745225292
1489,-2692.50940494016
1490,-2687.299588789244
1491,-2687.6664291560205
1492,-2540.2799407904927
1493,-2688.373022663691
1494,-2836.0927794896324
1495,-3123.8253611989385
1496,-3423.9940986331567
1497,-3862.3353356705743
1498,-4024.2724134829
1499,-4023.181620161685
1500,-3867.7443525188796
1501,-3728.924820088282
1502,-3294.6150038610263
1503,-3442.518808457211
1504,-3582.437136690227
1505,-3859.1729403454224
1506,-3858.6527300375496
1507,-3995.203401853229
1508,-3849.2891044223593
1509,-3549.8335903340258
1510,-3396.775862859175
1511,-3389.335352509967
1512,-3244.346576905045
1513,-2946.775512255856
1514,-3085.4158947796177
1515,-3085.6697535900544
1516,-3230.703010951532
1517,-3519.706574004847
1518,-4248.23582167287
1519,-5104.329576557633
1520,-3847.6976493441803
1521,-4001.9544506371744
1522,-3726.1614762116465
1523,-3587.1500228869913
1524,-3440.200016152068
1525,-3299.815889290543
1526,-3300.2679625378237
1527,-3293.74088796922
1528,-3581.291919149794
1529,-4012.216243717617
1530,-4002.8310579341673
1531,-4138.638065337076
1532,-4137.9996056129485
1533,-3838.566120917074
1534,-3685.167633618766
1535,-3685.326534872221
1536,-3249.661529140763
1537,-3104.554236389319
1538,-2959.238077739192
1539,-3098.675214989211
1540,-3091.8235843707544
1541,-3382.059582405097
1542,-4237.009329751185
1543,-4972.052979204989
1544,-3838.287055567115
1545,-3992.2468511969073
1546,-3855.220675135815
1547,-3571.0799808769016
1548,-3571.4393633453533
1549,-3571.6111012475094
1550,-3571.8364022170804
1551,-3425.321941995409
1552,-3710.58142111106
1553,-4138.2367287997995
1554,-4263.168676846867
1555,-4396.167738360192
1556,-4374.643815348352
1557,-4231.0839696667035
1558,-3934.966810875957
1559,-3935.1233140675167
1560,-3639.7846498863973
1561,-3353.5744192774296
1562,-3354.2737436608422
1563,-3498.2076578083993
1564,-3506.91303792558
1565,-3794.1595403110277
1566,-4508.0098342389265
1567,-5356.197061315144
1568,-4239.284463324433
1569,-4392.7525188624195
1570,-4258.723804168448
1571,-4123.891648866598
1572,-3979.401498814174
1573,-3979.562738549607
1574,-3988.6474234948587
1575,-3698.1570798389375
1576,-4124.908370177557
1577,-4413.148728896815
1578,-4546.095074899761
1579,-4534.764442277386
1580,-4523.5486530743665
1581,-4380.19371105118
1582,-4083.9781293585665
1583,-4093.9672482587584
1584,-3797.8516686037733
1585,-3510.992999072934
1586,-3494.8376987469283
1587,-3495.381120864961
1588,-3620.878774586221
1589,-4036.841082486388
1590,-4728.145466797419
1591,-5730.11060112577
1592,-4357.673415169263
1593,-4510.96617143374
1594,-4388.976742516958
1595,-4255.363538835301
1596,-3985.3540637742967
1597,-3849.162961501192
1598,-3849.743959847852
1599,-3704.434119448781
1600,-3995.9559619623647
1601,-4276.610980001772
1602,-4420.621652798653
1603,-4543.624107646359
1604,-4532.467725733872
1605,-4255.204986623328
1606,-3976.2449592121643
1607,-3967.6409221283866
1608,-3670.543562740265
1609,-3382.044760335507
1610,-3382.8845106988065
1611,-3375.5983878690117
1612,-3512.180261584746
1613,-3781.5762974739428
1614,-4493.073691965338
1615,-5351.592558571269
1616,-4102.179405080639
1617,-4246.144489784868
1618,-4121.288942207948
1619,-3976.8950888864233
1620,-3841.004349014706
1621,-3841.2962615921556
1622,-3841.6253718564353
1623,-3696.4819725078614
1624,-3978.3527624554713
1625,-4401.180801706131
1626,-4533.5064732746505
1627,-4653.531454047178
1628,-4641.389563842943
1629,-4346.053434380498
1630,-4204.134020048062
1631,-4062.106846050078
1632,-3920.0158058399516
1633,-3635.040982821929
1634,-3626.7756826694795
1635,-3627.2708302379824
1636,-3627.6537550618773
1637,-3770.5002753480317
1638,-3903.0328523763324
1639,-4207.207926059027
1640,-4512.367388633787
1641,-4818.493187997985
1642,-4982.513957623617
1643,-4848.816605872399
1644,-4426.162990078513
1645,-4426.287747001518
1646,-4136.84943701977
1647,-4137.249309939393
1648,-4272.911609943051
1649,-4683.948306913566
1650,-4683.18351922446
1651,-4660.746259279012
1652,-4660.3161632686515
1653,-4231.878318285828
1654,-4079.500472040712
1655,-3936.9839271795577
1656,-3928.0666289975006
1657,-3624.593504562368
1658,-3758.275364385555
1659,-3616.5862768709776
1660,-3617.0925058695966
1661,-3759.605702928822
1662,-3891.629023580742
1663,-4195.330957078493
1664,-4630.540712085167
1665,-4816.747461655228
1666,-4969.435257255402
1667,-4979.4767258572765
1668,-4558.8459413784985
1669,-4424.595137586013
1670,-4135.381417846665
1671,-3999.567729792699
1672,-4136.42462017432
1673,-4426.01426412652
1674,-4415.904217625231
1675,-4549.467731276313
1676,-4405.33039061441
1677,-4251.661497592911
1678,-3964.053674202805
1679,-3811.567331183502
1680,-3531.827582148477
1681,-3372.063982664343
1682,-3364.8993976413226
1683,-3501.0187942450148
1684,-3501.368728694001
1685,-3788.2875164843977
1686,-4478.87863212754
1687,-5219.852703384856
1688,-4109.328313896049
1689,-4263.161065696863
1690,-3992.178279571067
1691,-3838.766748251502
1692,-3702.1675317610734
1693,-3702.5918076874964
1694,-3711.0350823890644
1695,-3557.47927218537
1696,-3849.2668125104415
1697,-4139.657826079288
1698,-4274.713143934276
1699,-4129.538377859491
1700,-4273.963265907993
1701,-3984.275153224875
1702,-3694.3195386589673
1703,-3694.795969938278
1704,-3396.5080194943066
1705,-3105.8933326763786
1706,-3106.682845536496
1707,-3107.271041849553
1708,-3107.7514687204284
1709,-3261.231208244614
1710,-4134.278016247822
1711,-4710.710160055307
1712,-3841.463099975717
1713,-3841.5970880491413
1714,-3841.651427892705
1715,-3558.718828795654
1716,-3559.098232078501
1717,-3559.3460015692435
1718,-3697.3238825876283
1719,-3413.512291961153
1720,-3705.8069625352523
1721,-3996.795601022118
1722,-3996.3141356551496
1723,-3995.9557780508385
1724,-3995.6754973885354
1725,-3704.5062901404985
1726,-3551.1617188397245
1727,-3543.6237925617434
1728,-3245.56798852234
1729,-3093.5866834403605
1730,-3094.1928647770706
1731,-3087.480196927107
1732,-3095.014446652106
1733,-3385.603115500998
1734,-4117.07770645423
1735,-4845.2798025610555
1736,-3850.846996354181
1737,-3996.4069182291587
1738,-3713.1938405057554
1739,-3574.8534314383887
1740,-3428.473598424518
1741,-3288.7806469317857
1742,-3296.059200662947
1743,-3148.5596806946996
1744,-3576.9189884024922
1745,-3861.410843574438
1746,-3998.0919546585615
1747,-3988.7116909776723
1748,-4124.0166561960195
1749,-3825.4742674977847
1750,-3672.4484825154204
1751,-3664.1020299573092
1752,-3375.64338463923
1753,-3079.4442103184965
1754,-3216.9336531306026
1755,-3209.4780056346785
1756,-3345.1246382016943
1757,-3640.1418370120664
1758,-4352.815141808328
1759,-5095.698025792854
1760,-3841.738487320941
1761,-4132.093097133814
1762,-3858.6770198709105
1763,-3581.8824813895963
1764,-3301.6252526473154
1765,-3160.4646509638305
1766,-3161.1048425529048
1767,-3155.1880378302412
1768,-3444.61134692124
1769,-3878.149477007999
1770,-4007.064984053183
1771,-3997.7489875001647
1772,-4124.275418618161
1773,-3979.130895810175
1774,-3816.7495479887
1775,-3680.896382994258
1776,-3375.5457387408123
1777,-3223.8698170531975
1778,-3079.965405631552
1779,-3217.337172094916
1780,-3353.4446514320503
1781,-3505.4803941064383
1782,-4210.9398738865775
1783,-5084.138641918847
1784,-3850.5410210261084
1785,-3996.266876399818
1786,-3713.1746055478393
1787,-3567.30701690591
1788,-3435.770731204877
1789,-3436.1334664461283
1790,-3436.4986791863685
1791,-3289.4124976940784
1792,-3584.1738112221965
1793,-3869.4866741944165
1794,-4006.6803107922597
1795,-3997.4507386806654
1796,-3997.08550628942
1797,-3851.3410972468814
1798,-3559.8352061037003
1799,-3560.161505612009
1800,-3268.00773726356
1801,-2975.314266900597
1802,-2829.078108331871
1803,-2829.6980348484926
1804,-2830.1988595426337
1805,-2830.5995024269046
1806,-2978.0095080721453
1807,-3271.669764217954
1808,-3564.1862362164334
1809,-4001.167399443678
1810,-4290.69861223137
1811,-4289.3867773098755
1812,-3860.893513473523
1813,-3860.8518467671493
1814,-3568.534970087061
1815,-3568.817105031073
1816,-3576.579049518968
1817,-3869.6052846149228
1818,-3869.3057945298215
1819,-3722.6886240380477
1820,-3722.726514158757
1821,-3429.4164216726226
1822,-3142.2201302068925
1823,-3136.2159995015945
1824,-2995.4656199961473
1825,-2699.831559489049
1826,-2552.085741524992
1827,-2552.665237007364
1828,-2553.141257971466
1829,-2548.2382812506107
1830,-2844.7497020623464
1831,-2992.5579313178473
1832,-3294.301844278618
1833,-3735.770627130954
1834,-3889.7457721450087
1835,-3756.866633289711
1836,-3318.6156673605415
1837,-3170.0142289250607
1838,-2872.032144048
1839,-2872.5113393454003
1840,-3016.2075275226625
1841,-3448.205120375272
1842,-3719.3597106903812
1843,-3572.2870905817
1844,-3425.4602643893986
1845,-3131.683904103041
1846,-2991.1315514937837
1847,-2843.753842611878
1848,-2690.530419798553
1849,-2395.054422647453
1850,-2400.6554361227536
1851,-2401.0824308356864
1852,-2401.436932897001
1853,-2698.5162315083758
1854,-3437.0043638372526
1855,-4023.170902702553
1856,-3280.6623994041543
1857,-3287.5829779638234
1858,-3287.5295645890656
1859,-3140.076364511982
1860,-3146.729879592228
1861,-2998.863394679319
1862,-3147.0168562434665
1863,-2999.062789046981
1864,-3294.893946230779
1865,-3589.514467059107
1866,-3588.9753651980172
1867,-3588.575144049598
1868,-3448.080611496659
1869,-3293.5080316932163
1870,-3145.9674445373307
1871,-2998.306547145812
1872,-2702.2083746617227
1873,-2405.473327349064
1874,-2406.072749921644
1875,-2406.5103211817454
1876,-2406.8670932813284
1877,-2699.04471814416
1878,-3584.8468295876337
1879,-4032.199122979481
1880,-3160.0678897396297
1881,-3301.884661846577
1882,-3160.1160491708933
1883,-3011.639232274114
1884,-2868.7622458916276
1885,-2719.752321131421
1886,-2725.4484914027216
1887,-2720.3540691165467
1888,-2869.896046716187
1889,-3444.3071910525964
1890,-3576.017066700904
